train_mssg,train_spam
"['wow', 'right', 'mean', 'guess', 'gave', 'boston', 'men', 'changed', 'search', 'location', 'nyc', 'something', 'changed', 'cuz', 'signin', 'page', 'still', 'say', 'boston']",ham
"['sorry', 'going', 'home', 'first', 'daddy', 'come', 'fetch', 'ü', 'later']",ham
"['yup', 'ü', 'noe', 'leh']",ham
"['gudnite', 'tc', 'practice', 'going']",ham
"['thanks', 'message', 'really', 'appreciate', 'sacrifice', 'sure', 'process', 'direct', 'pay', 'find', 'way', 'back', 'test', 'tomorrow', 'class', 'wonderful', 'day']",ham
"['free', 'ringtone', 'reply', 'real', 'poly', 'eg', 'real1', '1', 'pushbutton', '2', 'dontcha', '3', 'babygoodbye', '4', 'golddigger', '5', 'webeburnin', '1st', 'tone', 'free', '6', 'u', 'join', '3', 'wk']",spam
"['hi', 'msg', 'office']",ham
['ok'],ham
"['good', 'afternoon', 'love', 'go', 'day', 'sleep', 'hope', 'well', 'boytoy', 'think']",ham
"['zoe', 'hit', '2', 'im', 'fucking', 'shitin', 'il', 'defo', 'try', 'hardest', '2', 'cum', '2morow', 'luv', 'u', 'millions', 'lekdog']",ham
"['natalja', '25', 'f', 'inviting', 'friend', 'reply', 'yes', '440', '440', 'see', 'www', 'sms', 'ac', 'u', 'nat27081980', 'stop', 'send', 'stop', 'frnd', '62468']",spam
"['o', 'called', 'ubandu', 'run', 'without', 'installing', 'hard', 'disk', 'use', 'o', 'copy', 'important', 'file', 'system', 'give', 'repair', 'shop']",ham
"['please', 'protect', 'e', 'threat', 'sib', 'never', 'asks', 'sensitive', 'information', 'like', 'passwords', 'atm', 'sms', 'pin', 'thru', 'email', 'never', 'share', 'password', 'anybody']",ham
"['hand', 'phone', 'chat', 'wit', 'u']",ham
"['one', 'week', 'leave', 'put', 'know', 'time']",ham
"['sarcasm', 'nt', 'scarcasim']",ham
"['hi', 'probably', 'much', 'fun', 'get', 'message', 'thought', 'id', 'txt', 'u', 'co', 'im', 'bored', 'james', 'farting', 'night']",ham
"['fancy', 'shag', 'interested', 'sextextuk', 'com', 'txt', 'xxuk', 'suzy', '69876', 'txts', 'cost', '1', '50', 'per', 'msg', 'tncs', 'website', 'x']",spam
"['wa', 'ur', 'openin', 'sentence', 'formal', 'anyway', 'fine', 'juz', 'tt', 'eatin', 'much', 'n', 'puttin', 'weight', 'haha', 'anythin', 'special', 'happened']",ham
"['yes', 'good', 'crickiting', 'mind']",ham
"['pic', 'please', 'send']",ham
"['damn', 'poor', 'zac', 'stand', 'chance']",ham
"['k', 'special']",ham
"['please', 'call', 'customer', 'service', 'representative', 'freephone', '0808', '145', '4742', '9am', '11pm', 'guaranteed', '1000', 'cash', '5000', 'prize']",spam
"['customer', 'service', 'annoncement', 'new', 'years', 'delivery', 'waiting', 'please', 'call', '07046744435', 'arrange', 'delivery']",spam
"['message', 'responce', 'happend']",ham
"['alright', 'good', 'night']",ham
"['mind', 'ask', 'happened', 'dont', 'say', 'uncomfortable']",ham
"['love', 'u', '2', 'little', 'pocy', 'bell', 'sorry', 'love', 'u']",ham
"['cant', 'pick', 'phone', 'right', 'pls', 'send', 'message']",ham
['beerage'],ham
"['hiya', 'probably', 'coming', 'home', 'weekend', 'next']",ham
"['boo', 'thing', 'back', 'home', 'little', 'bored', 'already']",ham
"['dare', 'stupid', 'wont', 'tell', 'anything', 'hear', 'wont', 'talk']",ham
"['yo', 'game', 'almost', 'want', 'go', 'walmart', 'soon']",ham
"['mind', 'blastin', 'tsunamis', 'occur', 'rajnikant', 'stopped', 'swimming', 'indian', 'ocean']",ham
"['emailed', 'yifeng', 'part', 'oredi', 'ü', 'get', 'fr']",ham
"['say', 'somebody', 'named', 'tampa']",ham
"['checking', 'really', 'miss', 'seeing', 'jeremiah', 'great', 'month']",ham
"['haha', 'dinner', 'cousin']",ham
"['ok', 'lor', 'u', 'wan', 'go', 'look', '4', 'u']",ham
"['actually', 'nvm', 'got', 'hella', 'cash', 'still', 'lt', 'gt', 'ish']",ham
"['time', 'come', 'tomorrow']",ham
"['hit', 'move']",ham
"['yes', 'dont', 'care', 'need', 'bad', 'princess']",ham
"['account', 'credited', '500', 'free', 'text', 'messages', 'activate', 'txt', 'word', 'credit', '80488', 'cs', 'www', '80488', 'biz']",spam
"['anyone', 'call', 'treadmill', 'say', 'buy', 'make', 'sure', 'working', 'found', 'ad', 'craigslist', 'selling', 'lt', 'gt']",ham
"['great', 'new', 'offer', 'double', 'mins', 'double', 'txt', 'best', 'orange', 'tariff', 'get', 'latest', 'camera', 'phone', '4', 'free', 'call', 'mobileupd8', 'free', '08000839402', '2stoptxt', 'cs']",spam
"['let', 'want', 'house', '8am']",ham
"['okey', 'doke', 'home', 'dressed', 'co', 'laying', 'around', 'ill', 'speak', 'later', 'bout', 'time', 'stuff']",ham
"['cool', 'shall', 'go', 'see', 'go', 'tip', 'anyway', 'home', 'got', 'something', 'drop', 'later', 'let', 'go', 'town', 'tonight', 'maybe', 'mum', 'take', 'u']",ham
"['po', 'de', 'need', 'job', 'aha']",ham
"['5', '2', 'work', 'timing']",ham
"['08714712388', '10am', '7pm', 'cost', '10p']",spam
"['ü', 'dun', 'need', 'pick', 'ur', 'gf']",ham
"['fact', 'cleaning', 'show', 'know', 'upset', 'priority', 'constantly', 'want', 'need']",ham
"['oh', 'baby', 'house', 'come', 'dont', 'new', 'picture', 'facebook']",ham
"['mean', 'february', 'april', 'getting', 'place', 'stay', 'hustle', 'back', 'forth', 'audition', 'season', 'since', 'sister', 'moved', 'away', 'harlem']",ham
['september'],ham
"['battery', 'low', 'babe']",ham
"['2nd', 'time', 'tried', 'contact', 'u', 'u', '400', 'prize', '2', 'claim', 'easy', 'call', '087104711148', '10p', 'per', 'minute', 'bt', 'national', 'rate']",spam
"['say', 'hi', 'drugdealer']",ham
"['one', 'registered', 'subscriber', 'u', 'enter', 'draw', '4', '100', 'g', 'b', 'gift', 'voucher', 'replying', 'enter', 'unsubscribe', 'text', 'stop']",spam
"['thing', 'ape', 'u', 'fight', 'death', 'keep', 'something', 'minute', 'u', 'let', 'go', 'thats']",ham
"['happy', 'baby', 'alright', 'take', 'job', 'hope', 'fine', 'send', 'kiss', 'make', 'smile', 'across', 'sea', 'kiss', 'kiss']",ham
"['free', 'today', 'haf', '2', 'pick', 'parent', 'tonite']",ham
"['ok', 'gentleman', 'treat', 'dignity', 'respect']",ham
"['yun', 'ah', 'ubi', 'one', 'say', 'ü', 'wan', 'call', 'tomorrow', 'call', '67441233', 'look', 'irene', 'ere', 'got', 'bus8', '22', '65', '61', '66', '382', 'ubi', 'cres', 'ubi', 'tech', 'park', '6ph', '1st', '5wkg', 'day', 'èn']",ham
"['free', '1st', 'week', 'entry', '2', 'textpod', '4', 'chance', '2', 'win', '40gb', 'ipod', '250', 'cash', 'every', 'wk', 'txt', 'vpod', '81303', 'ts', 'cs', 'www', 'textpod', 'net', 'custcare', '08712405020']",spam
"['pls', 'stop', 'bootydelious', '32', 'f', 'inviting', 'friend', 'reply', 'yes', '434', '434', 'see', 'www', 'sms', 'ac', 'u', 'bootydelious', 'stop', 'send', 'stop', 'frnd', '62468']",spam
"['aathi', 'dear']",ham
"['want', 'sent', 'lt', 'gt', 'mesages', 'today', 'thats', 'sorry', 'hurt']",ham
['u'],ham
"['500', 'new', 'mobiles', '2004', 'must', 'go', 'txt', 'nokia', '89545', 'collect', 'today', '1', 'www', '4', 'tc', 'biz', '2optout', '087187262701', '50gbp', 'mtmsg18']",spam
"['stupid', 'possible']",ham
"['ok', 'many', 'buy']",ham
"['good', 'night', 'dear', 'sleepwell', 'amp', 'take', 'care']",ham
"['really', 'master']",ham
"['hey', 'doc', 'pls', 'want', 'get', 'nice', 'shirt', 'hubby', 'nice', 'fiting', 'one', 'budget', 'lt', 'gt', 'k', 'help', 'pls', 'load', 'card', 'abi', 'hw', 'keep', 'posted', 'luv', '2', 'mj']",ham
"['k', 'best', 'congrats']",ham
"['said', 'problem', 'let', 'know']",ham
"['ok', 'wif', 'co', 'like', '2', 'try', 'new', 'thing', 'scared', 'u', 'dun', 'like', 'mah', 'cos', 'u', 'said', 'loud']",ham
"['fuck', 'babe', 'happened', 'come', 'never', 'came', 'back']",ham
"['basket', 'gettin', 'full', 'might', 'tonight']",ham
"['ne', 'thing', 'interesting', 'good', 'birthday', 'u', 'wrking', 'nxt', 'started', 'uni', 'today']",ham
"['went', 'attend', 'another', 'two', 'round', 'today', 'still', 'reach', 'home']",ham
"['fuck', 'babe', 'miss', 'already', 'know', 'let', 'send', 'money', 'towards', 'net', 'need', 'want', 'crave']",ham
"['yes', 'come', 'nyc', 'audiitions', 'trying', 'relocate']",ham
"['come', 'life', 'brought', 'sun', 'shiny', 'warming', 'heart', 'putting', 'constant', 'smile', 'face', 'making', 'feel', 'loved', 'cared']",ham
"['fyi', 'usf', 'swing', 'room', 'whenever']",ham
"['oic', 'co', 'n', 'si', 'got', 'lunch', 'today', 'dad', 'went', 'dunno', 'whether', '2', 'eat', 'sch', 'wat']",ham
"['yeah', 'probably']",ham
"['always', 'looking', 'excuse', 'city']",ham
"['sent', 'maga', 'money', 'yesterday', 'oh']",ham
"['fighting', 'world', 'easy', 'u', 'either', 'win', 'lose', 'bt', 'fightng', 'some1', 'close', 'u', 'dificult', 'u', 'lose', 'u', 'lose', 'u', 'win', 'u', 'still', 'lose']",ham
"['hey', 'tell', 'blake', 'address', 'carlos', 'wanted', 'meet', 'got', 'lost', 'answering', 'phone']",ham
"['http', 'tm', 'widelive', 'com', 'index', 'wml', 'id', '820554ad0a1705572711', 'first', 'true', 'c', 'c', 'ringtone']",spam
"['got', 'lt', 'gt']",ham
"['driving', 'training']",ham
"['r', 'e', 'meeting', 'tmr']",ham
"['yup', 'still', 'coffee', 'wif', 'frens', 'fren', 'drove', 'give', 'lift']",ham
"['sms', 'auction', 'brand', 'new', 'nokia', '7250', '4', 'auction', 'today', 'auction', 'free', '2', 'join', 'take', 'part', 'txt', 'nokia', '86021', 'hg', 'suite342', '2lands', 'row', 'w1j6hl']",spam
"['k', 'see', 'k']",ham
"['oh', 'shut', 'omg', 'yesterday', 'dream', '2', 'kid', 'boy', 'pissed', 'kid', 'boy', 'even', 'told', 'mark', 'dream', 'changing', 'diaper', 'cause', 'getting', 'owed', 'face']",ham
"['captain', 'vijaykanth', 'comedy', 'captain', 'tv', 'drunken']",ham
"['1', 'finish', 'meeting', 'call']",ham
"['gram', 'usually', 'run', 'like', 'lt', 'gt', 'half', 'eighth', 'smarter', 'though', 'get', 'almost', 'whole', 'second', 'gram', 'lt', 'gt']",ham
"['ur', 'chance', 'win', '250', 'cash', 'every', 'wk', 'txt', 'action', '80608', 'c', 'www', 'movietrivia', 'tv', 'custcare', '08712405022', '1x150p', 'wk']",spam
"['ok', 'may', 'free', 'gym']",ham
"['perhaps', 'much', 'easy', 'give', 'account', 'identification', 'tomorrow', 'uni']",ham
"['got', 'tallent', 'wasting']",ham
"['come', 'medical', 'college', '7pm', 'forward', 'da']",ham
"['thk', '530', 'lor', 'dunno', 'get', 'ticket', 'wat', 'u']",ham
"['honey', 'boo', 'missing', 'u']",ham
"['loans', 'purpose', 'even', 'bad', 'credit', 'tenants', 'welcome', 'call', 'noworriesloans', 'com', '08717111821']",spam
"['going', 'thru', 'different', 'feeling', 'wavering', 'decision', 'coping', 'individual', 'time', 'heal', 'everything', 'believe']",ham
"['went', 'fast', 'asleep', 'dear', 'take', 'care']",ham
"['know', 'thinkin', 'malaria', 'relax', 'child', 'cant', 'handle', 'malaria', 'would', 'worse', 'gastroenteritis', 'take', 'enough', 'replace', 'loss', 'temp', 'reduce', 'give', 'malaria', 'med', 'vomit', 'self', 'limiting', 'illness', 'mean', 'day', 'completely', 'stop']",ham
"['thought', 'get', 'watch', 'co', 'thats', 'kind', 'thing', 'u', 'get4an18th', 'love', 'much']",ham
"['oic', 'better', 'quickly', 'go', 'bathe', 'n', 'settle']",ham
"['sad', 'story', 'man', 'last', 'week', 'b', 'day', 'wife', 'nt', 'wish', 'parents', 'forgot', 'n', 'kids', 'went', 'work', 'even', 'colleagues', 'wish']",ham
"['hi', 'happy', 'birthday', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi']",ham
"['asking', 'u', 'knw', 'nt', 'may', 'ur', 'frnds', 'classmate']",ham
"['alright', 'omw', 'gotta', 'change', 'order', 'half8th']",ham
"['x2', 'lt', 'gt', 'going', 'get']",ham
"['tell', 'bad', 'character', 'u', 'dnt', 'lik', 'try', 'change', 'lt', 'gt', 'add', 'tat', '2', 'new', 'year', 'resolution', 'waiting', 'ur', 'reply', 'frank', 'good', 'morning']",ham
"['hey', 'r', 'watching', 'movie', 'tonight', 'prob', 'b', 'home', 'early']",ham
"['oh', 'great', 'disturb', 'talk']",ham
"['free2day', 'sexy', 'st', 'george', 'day', 'pic', 'jordan', 'txt', 'pic', '89080', 'dont', 'miss', 'every', 'wk', 'saucy', 'celeb', '4', 'pic', 'c', 'pocketbabe', 'co', 'uk', '0870241182716', '3', 'wk']",spam
"['turns', 'friend', 'staying', 'whole', 'show', 'back', 'til', 'lt', 'gt', 'feel', 'free', 'go', 'ahead', 'smoke', 'lt', 'gt', 'worth']",ham
"['get', 'ur', '1st', 'ringtone', 'free', 'reply', 'msg', 'tone', 'gr8', 'top', '20', 'tone', 'phone', 'every', 'week', '1', '50', 'per', 'wk', '2', 'opt', 'send', 'stop', '08452810071', '16']",spam
"['kinda', 'first', 'one', 'get', 'twelve', 'aah', 'speak', 'tomo']",ham
"['derp', 'worse', 'dude', 'always', 'want', 'party', 'dude', 'file', 'complaint', 'three', 'drug', 'abuser', 'life']",ham
"['well', 'thats', 'nice', 'bad', 'cant', 'eat']",ham
"['congratulations', 'thanks', 'good', 'friend', 'u', '2', '000', 'xmas', 'prize', '2', 'claim', 'easy', 'call', '08712103738', '10p', 'per', 'minute', 'bt', 'national', 'rate']",spam
"['possible', 'teach']",ham
"['okay', 'chasing', 'dream', 'good', 'next']",ham
"['company', 'good', 'environment', 'terrific', 'food', 'really', 'nice']",ham
"['k', 'fyi', 'x', 'ride', 'early', 'tomorrow', 'morning', 'crashing', 'place', 'tonight']",ham
"['sing', 'hu', 'think', 'also', 'important', 'find', 'someone', 'female', 'know', 'place', 'well', 'preferably', 'citizen', 'also', 'smart', 'help', 'navigate', 'even', 'thing', 'like', 'choosing', 'phone', 'plan', 'require', 'guidance', 'doubt', 'ask', 'especially', 'girl']",ham
"['dear', 'voucher', 'holder', '2', 'claim', 'week', 'offer', 'pc', 'go', 'http', 'www', 'e', 'tlp', 'co', 'uk', 'expressoffer', 'ts', 'cs', 'apply', '2', 'stop', 'text', 'txt', 'stop', '80062']",spam
"['first', 'time', 'dhoni', 'rock']",ham
"['worry', 'finished', 'march', 'ish']",ham
"['thanks', 'understanding', 'trying', 'tell', 'sura']",ham
"['scotland', 'hope', 'showing', 'jjc', 'tendency', 'take', 'care', 'live', 'dream']",ham
"['thanx', 'lot', '4', 'ur', 'help']",ham
"['entered', 'cabin', 'pa', 'said', 'happy', 'b', 'day', 'boss', 'felt', 'special', 'askd', '4', 'lunch', 'lunch', 'invited', 'apartment', 'went']",ham
"['waiting', 'machan', 'call', 'free']",ham
"['ur', 'cash', 'balance', 'currently', '500', 'pound', 'maximize', 'ur', 'cash', 'send', 'collect', '83600', '150p', 'msg', 'cc', '08718720201', 'po', 'box', '114', '14', 'tcr', 'w1']",spam
"['private', '2003', 'account', 'statement', '078']",spam
"['u', '447801259231', 'secret', 'admirer', 'looking', '2', 'make', 'contact', 'u', 'find', 'r', 'reveal', 'think', 'ur', 'special', 'call', '09058094597']",spam
"['message', 'important', 'information', 'o2', 'user', 'today', 'lucky', 'day', '2', 'find', 'log', 'onto', 'http', 'www', 'urawinner', 'com', 'fantastic', 'surprise', 'awaiting']",spam
['done'],ham
"['happy', 'saying']",ham
"['way', 'stay', 'oh']",ham
"['much', 'buzy']",ham
"['yunny', 'goin', 'late']",ham
"['hey', 'gal', 'u', 'wanna', 'meet', '4', 'dinner', 'nìte']",ham
"['hahaha', 'use', 'brain', 'dear']",ham
"['send', 'new', 'number']",ham
"['dont', 'know', 'bring', 'food']",ham
"['lasting', 'much', '2', 'hour', 'might', 'get', 'lucky']",ham
"['jos', 'ask', 'u', 'wana', 'meet']",ham
"['finished', 'lunch', 'already', 'u', 'wake', 'already']",ham
"['making', 'dinner']",ham
"['ok', 'later', 'showing', 'around', '8', '8', '30', 'want', 'cld', 'drink', 'wld', 'prefer', 'spend', 'money', 'nosh', 'mind', 'nxt', 'wk']",ham
"['fine', 'give', 'call', 'know', 'want', 'question']",ham
"['ü', 'call', '10', '10', 'make', 'sure', 'dat', 'woken']",ham
"['hi', '07734396839', 'ibh', 'customer', 'loyalty', 'offer', 'new', 'nokia6600', 'mobile', '10', 'txtauction', 'txt', 'word', 'start', '81151', 'get', '4t']",spam
"['sorry', 'da', 'thangam', 'mistake']",ham
"['family', 'responding', 'anything', 'room', 'went', 'home', 'diwali', 'one', 'called', 'coming', 'make', 'feel', 'like', 'died']",ham
"['ok', 'thanx', 'gd', 'nite', '2', 'ü']",ham
"['oh', 'yeah', 'clearly', 'fault']",ham
"['rt', 'king', 'pro', 'video', 'club', 'need', 'help', 'info', 'ringtoneking', 'co', 'uk', 'call', '08701237397', 'must', '16', 'club', 'credit', 'redeemable', 'www', 'ringtoneking', 'co', 'uk', 'enjoy']",spam
"['pls', 'need', 'dat', 'slowly', 'vomit']",ham
"['good', 'registered', 'vote']",ham
"['hey', 'sat', 'going', 'intro', 'pilate', 'kickboxing']",ham
"['lol', 'u', 'still', 'feeling', 'sick']",ham
"['yet', 'like', 'keep', 'touch', 'easiest', 'way', 'barcelona', 'way', 'ru', 'house']",ham
"['yes', 'really', 'great', 'bhaji', 'told', 'kallis', 'best', 'cricketer', 'sachin', 'world', 'tough', 'get']",ham
"['planned', 'yet', 'going', 'join', 'company', 'jan', '5', 'know', 'happen']",ham
"['shit', 'really', 'shocking', 'scary', 'cant', 'imagine', 'second', 'def', 'night', 'u', 'think', 'somewhere', 'could', 'crash', 'night', 'save', 'taxi']",ham
"['well', 'told', 'others', 'marry']",ham
"['shall', 'bring', 'u', 'bottle', 'wine', 'keep', 'u', 'amused', 'joking', 'bring', 'one', 'anyway']",ham
"['good', 'afternoon', 'sexy', 'bun', 'go', 'job', 'search', 'wake', 'first', 'thought', 'always', 'love', 'wish', 'fine', 'happy', 'know', 'adore']",ham
"['u', 'studying', 'sch', 'going', 'home', 'anyway', 'b', 'going', '2', 'sch', 'later']",ham
"['phony', '350', 'award', 'todays', 'voda', 'number', 'ending', 'xxxx', 'selected', 'receive', '350', 'award', 'match', 'please', 'call', '08712300220', 'quoting', 'claim', 'code', '3100', 'standard', 'rate', 'app']",spam
"['private', '2003', 'account', 'statement', 'show', '800', 'un', 'redeemed', 'point', 'call', '08715203694', 'identifier', 'code', '40533', 'expires', '31', '10', '04']",spam
"['tkts', 'euro2004', 'cup', 'final', '800', 'cash', 'collect', 'call', '09058099801', 'b4190604', 'pobox', '7876150ppm']",spam
"['remember', 'ask', 'alex', 'pizza']",ham
"['ü', 'say', 'like', 'dat', 'dun', 'buy', 'ericsson', 'oso', 'cannot', 'oredi', 'lar']",ham
"['likely', 'called', 'mittelschmertz', 'google', 'dont', 'paracetamol', 'dont', 'worry', 'go']",ham
"['probably', 'lt', 'gt']",ham
"['u', 'welcome', 'caught', 'u', 'using', 'broken', 'english']",ham
"['yeah', 'able', 'text', 'ready', 'meet']",ham
"['tried', 'call', 'reply', 'sm', 'video', 'mobile', '750', 'min', 'unlimited', 'text', 'free', 'camcorder', 'reply', 'call', '08000930705', 'del', 'thurs']",spam
"['free', 'game', 'get', 'rayman', 'golf', '4', 'free', 'o2', 'games', 'arcade', '1st', 'get', 'ur', 'game', 'setting', 'reply', 'post', 'save', 'activ8', 'press', '0', 'key', 'arcade', 'termsapply']",spam
"['wonder', 'got', 'online', 'love', 'gone', 'net', 'cafe', 'get', 'phone', 'recharged', 'friend', 'net', 'think', 'boytoy']",ham
"['k', 'k', 'business']",ham
"['idk', 'keep', 'saying', 'since', 'moved', 'keep', 'butting', 'head', 'freedom', 'v', 'responsibility', 'tired', 'much', 'shit', 'deal', 'barely', 'keeping', 'together', 'get', 'added']",ham
"['alright', 'took', 'morphine', 'back', 'yo']",ham
"['thought', 'bout', 'drink', 'tap', 'spile', 'seven', 'pub', 'gas', 'st', 'broad', 'st', 'canal', 'ok']",ham
"['lot', 'sickness', 'thing', 'going', 'round', 'take', 'easy', 'hope', 'u', 'feel', 'better', 'soon', 'lol']",ham
"['sun', 'cant', 'come', 'earth', 'send', 'luv', 'ray', 'cloud', 'cant', 'come', 'river', 'send', 'luv', 'rain', 'cant', 'come', 'meet', 'u', 'send', 'care', 'msg', 'u', 'gud', 'evng']",ham
"['completed', 'degree', 'use', 'joining', 'finance']",ham
"['going', 'sleep', 'tired', 'travel']",ham
"['lol', 'yep', 'yesterday', 'already', 'got', 'fireplace', 'another', 'icon', 'sitting']",ham
"['aiyah', 'u', 'ok', 'already', 'lar', 'e', 'nydc', 'wheellock']",ham
"['hey', 'sexy', 'bun', 'day', 'word', 'morning', 'ym', 'think']",ham
"['k', 'k', 'give', 'treat']",ham
"['da', 'vijay', 'going', 'talk', 'jaya', 'tv']",ham
"['early', 'bird', 'purchase', 'yet']",ham
"['got', 'divorce', 'lol']",ham
"['solihull', 'want', 'anything']",ham
"['ha', 'ha', 'popped', 'loo', 'hello', 'ed', 'hello']",ham
"['dun', 'need', 'use', 'dial', 'juz', 'open', 'da', 'browser', 'n', 'surf']",ham
"['bull', 'plan', 'go', 'floating', 'ikea', 'without', 'care', 'world', 'live', 'mess', 'another', 'day']",ham
"['e', 'timing', 'go', 'w', 'u', 'lor']",ham
"['guess', 'first', 'time', 'created', 'web', 'page', 'www', 'asjesus', 'com', 'read', 'wrote', 'waiting', 'opinion', 'want', 'friend', '1', '1']",spam
"['real', 'tho', 'suck', 'even', 'cook', 'whole', 'electricity', 'hungry']",ham
"['probably', 'money', 'worry', 'things', 'coming', 'due', 'several', 'outstanding', 'invoice', 'work', 'two', 'three', 'month', 'ago']",ham
"['lol', 'would', 'despite', 'cramp', 'like', 'girl']",ham
"['good', 'afternoon', 'starshine', 'boytoy', 'crave', 'yet', 'ache', 'fuck', 'sip', 'cappuccino', 'miss', 'babe', 'teasing', 'kiss']",ham
"['went', 'project', 'centre']",ham
"['go', 'n', 'buy', 'juz', 'buy', 'get', 'lar']",ham
"['next', 'month', 'get', 'upto', '50', 'calls', '4', 'ur', 'standard', 'network', 'charge', '2', 'activate', 'call', '9061100010', 'c', 'wire3', 'net', '1st4terms', 'pobox84', 'm26', '3uz', 'cost', '1', '50', 'min', 'mobcudb']",spam
"['tmr', 'ü', 'brin', 'lar', 'aiya', 'later', 'come', 'n', 'c', 'lar', 'mayb', 'ü', 'neva', 'set', 'properly', 'ü', 'got', 'da', 'help', 'sheet', 'wif', 'ü']",ham
"['hi', 'lucy', 'hubby', 'meetins', 'day', 'fri', 'b', 'alone', 'hotel', 'u', 'fancy', 'cumin', 'pls', 'leave', 'msg', '2day', '09099726395', 'lucy', 'x', 'calls', '1', 'minmobsmorelkpobox177hp51fl']",spam
"['mm', 'entirely', 'sure', 'understood', 'text', 'hey', 'ho', 'weekend']",ham
"['always', 'yahoo', 'messenger', 'send', 'message', 'get', 'may', 'send', 'mobile', 'mode', 'sha', 'get', 'reply']",ham
"['dear', '0776xxxxxxx', 'u', 'invited', 'xchat', 'final', 'attempt', 'contact', 'u', 'txt', 'chat', '86688', '150p', 'msgrcvdhg', 'suite342', '2lands', 'row', 'w1j6hl', 'ldn', '18yrs']",spam
"['customer', 'place', 'call']",ham
"['cant', 'pick', 'phone', 'right', 'pls', 'send', 'message']",ham
"['room', 'need']",ham
"['u', 'today']",ham
"['need', 'stop', 'going', 'bed', 'make', 'fucking', 'dealing']",ham
"['current', 'food', 'alone', 'also']",ham
"['hello', 'wats', 'talk', 'email', 'address']",ham
"['sorry', 'da', 'today', 'wont', 'come', 'play', 'driving', 'clas']",ham
"['show', 'wot', 'say', 'could', 'u', 'c', '4', 'dust']",ham
"['wan2', 'win', 'meet', 'greet', 'westlife', '4', 'u', 'm8', 'currently', 'tour', '1', 'unbreakable', '2', 'untamed', '3', 'unkempt', 'text', '1', '2', '3', '83049', 'cost', '50p', 'std', 'text']",spam
"['ur', 'si']",ham
"['dont', 'search', 'love', 'let', 'love', 'find', 'u', 'thats', 'called', 'falling', 'love', 'bcoz', 'u', 'dont', 'force', 'u', 'fall', 'u', 'know', 'smeone', 'hold', 'u', 'bslvyl']",ham
"['gonna', 'blake', 'night', 'might', 'able', 'get', 'little', 'early']",ham
"['would', 'u', 'fuckin', 'believe', 'didnt', 'know', 'thurs', 'pre', 'booked', 'cancelled', 'need', 'b', 'sacked']",ham
"['describe', 'lucky', 'actually', 'awake', 'noon']",ham
"['jus', 'finish', 'watching', 'tv', 'u']",ham
"['daddy', 'take', 'good', 'care']",ham
"['aww', 'first', 'time', 'u', 'said', 'u', 'missed', 'without', 'asking', 'missed', 'u', 'first', 'love']",ham
"['made', 'payment', 'dont', 'much', 'sorry', 'would', 'want', 'fedex', 'way']",ham
"['e', 'msg', 'jus', 'u', 'said', 'thanks', 'gift']",ham
"['ok', 'right', 'later']",ham
"['fucking', 'chickened', 'messaged', 'would', 'late', 'woould', 'buzz', 'hear', 'word']",ham
"['think', 'still', 'car']",ham
"['wat', 'dear', 'sleeping', 'ah']",ham
"['ron', 'say', 'fri', 'leh', 'n', 'said', 'ding', 'tai', 'feng', 'cant', 'make', 'reservation', 'said', 'wait', 'lor']",ham
"['wot', 'u', '2', 'u', 'weirdo']",ham
"['really', 'good', 'see', 'day', 'dudette', 'missing']",ham
"['upgrdcentre', 'orange', 'customer', 'may', 'claim', 'free', 'camera', 'phone', 'upgrade', 'loyalty', 'call', '0207', '153', '9153', 'offer', 'end', '26th', 'july', 'c', 'apply', 'opt', 'available']",spam
"['dear', 'voucher', 'holder', 'claim', 'week', 'offer', 'pc', 'please', 'go', 'http', 'www', 'e', 'tlp', 'co', 'uk', 'expressoffer', 'ts', 'cs', 'apply', 'stop', 'text', 'txt', 'stop', '80062']",spam
"['around', 'still', 'asleep', 'v']",ham
"['set', 'place', 'heart', 'mind', 'mind', 'easily', 'forgets', 'heart', 'always', 'remember', 'wish', 'happy', 'valentines', 'day']",ham
"['depends', 'u', 'going', 'lor']",ham
"['opinion', '1', '2', 'jada', '3', 'kusruthi', '4', 'lovable', '5', 'silent', '6', 'spl', 'character', '7', 'matured', '8', 'stylish', '9', 'simple', 'pls', 'reply']",ham
"['oh', 'lk', 'tt', 'den', 'take', 'e', 'one', 'tt', 'end', 'cine', 'lor', 'dun', 'wan', 'yogasana', 'oso']",ham
"['wnt', 'buy', 'bmw', 'car', 'urgently', 'vry', 'urgent', 'hv', 'shortage', 'lt', 'gt', 'lacs', 'source', 'arng', 'dis', 'amt', 'lt', 'gt', 'lac', 'thats', 'prob']",ham
"['hi', 'dude', 'hw', 'r', 'u', 'da', 'realy', 'mising', 'u', 'today']",ham
"['pansy', 'living', 'jungle', 'two', 'year', 'driving', 'worried']",ham
"['oh', 'forwarded', 'message', 'thought', 'send']",ham
['husband'],ham
"['lt', 'gt', 'buck', 'bank', 'fee', 'fixed', 'better', 'call', 'bank', 'find']",ham
"['get', '3', 'lions', 'england', 'tone', 'reply', 'lionm', '4', 'mono', 'lionp', '4', 'poly', '4', 'go', '2', 'www', 'ringtones', 'co', 'uk', 'original', 'n', 'best', 'tones', '3gbp', 'network', 'operator', 'rate', 'apply']",spam
